45.04314215, -5.18455292
324.75962147, -5.34255540
105.59858921, -5.35253070
285.14092247, -5.35603765
0.98580628, 2.94268513
13.57535132, -2.90517988
324.15036277, -5.34274256
334.15279270, -5.34186402
274.26405489, -5.35838109
324.75932116, -5.34255542
29.59632556, -4.95554288
98.17772099, -5.35066435
50.66784868, -5.24182500
236.21479845, -5.34513143
23.46014030, -4.45551939
37.71162148, -4.96502361
46.94691883, -5.26635543
90.77862566, -5.35096327
213.29093290, -5.34144219
285.64993060, -5.35620231
137.32376295, -5.34172425
67.03654445, -5.29926452
23.91442940, -4.27013032
324.75973681, -5.34255543
53.16871383, -5.27068154
324.75913154, -5.34255543
173.41125062, -5.35908450
5.80908401, -0.74162718
150.33816469, -5.35047010
9.74407307, -1.05465011
81.02452739, -5.33718722
30.28690433, -4.81404924
19.27525933, -4.26354146
324.75962811, -5.34255541
259.35247179, -5.35701383
6.23229988, -0.64562225
26.60236969, -4.31733728
46.32511141, -5.22214626
236.11452726, -5.34170927
324.75899773, -5.34255542
19.84901565, -3.85285197
301.23771355, -5.35016241
201.60064377, -5.34362504
48.47950888, -5.26954883
298.26033936, -5.35171098
301.90605495, -5.34964299
278.50991243, -5.35769404
109.98467072, -5.34228049
279.09831333, -5.35776330
301.29081615, -5.35008455
281.92911041, -5.35694463
314.50684152, -5.34567162
47.57985613, -5.25604864
286.57315362, -5.35595237
81.43852105, -5.33844664
63.78890697, -5.28810614
22.65823945, -4.29115265
18.45878986, -4.00705505
301.65717189, -5.34979750
75.26349883, -5.32376227
288.55522636, -5.35497963
28.01980771, -4.85257478
248.50502990, -5.34794456
320.91559492, -5.34365126
266.44227620, -5.35827148
221.30851627, -5.34128327
320.91550211, -5.34365130
279.12574251, -5.35748186
289.17330719, -5.35460752
-6.82233269, 6.69037433
157.04520525, -5.35089526
263.20482281, -5.35816805
324.75929194, -5.34255541
289.17332489, -5.35460753
188.54328072, -5.35229423
228.79730578, -5.34064670
254.48814062, -5.35541259
314.67493819, -5.34515666
-0.36789751, 2.85265553
36.88718800, -5.01069189
320.91599503, -5.34365124
273.75509932, -5.35849831
59.43701968, -5.28577061
301.29062204, -5.35008461
273.28055921, -5.35841884
247.91541885, -5.35011833
40.80516213, -5.18265331
272.85912671, -5.35852337
301.23802521, -5.35016231
8.42084215, -1.51659995
193.53246909, -5.34992830
4.59101903, 1.21051698
268.39981986, -5.35816529
284.14156538, -5.35650418
36.97003173, -5.09860199
33.92477668, -4.96758325
279.12553648, -5.35748182
320.91575690, -5.34365129
269.16304012, -5.35780884
200.49203055, -5.34475056
172.04397290, -5.35951609
324.75917229, -5.34255543
16.69247298, -3.33756639
288.55560319, -5.35497956
324.15038758, -5.34274253
99.99446257, -5.35451868
18.45705449, -3.73525788
272.85813640, -5.35852336
9.80838824, -1.15270488
279.12500722, -5.35748185
298.26003273, -5.35171092
22.82714640, -3.97874886
280.16432578, -5.35765651
324.75932523, -5.34255541
301.90605151, -5.34964304
317.17766345, -5.34422395
289.17374659, -5.35460753
27.40157481, -4.77147470
266.44655288, -5.35850050
256.20119075, -5.35526409
43.00240064, -5.20261078
279.09823907, -5.35776329
17.87947198, -3.34833877
279.12532305, -5.35748183
284.83633813, -5.35814103
178.98293636, -5.35884404
279.09919438, -5.35776332
4.94992992, 1.65559378
324.75934915, -5.34255541
320.91548572, -5.34365123
310.50083666, -5.34693860
35.50154847, -4.96642344
301.90646872, -5.34964298
240.18995922, -5.34612981
279.09879640, -5.35776333
-3.45350276, 5.36937217
250.43645874, -5.35404799
257.17366614, -5.35628704
160.48365592, -5.35816607
282.54653641, -5.35666951
