-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.53000000	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
-9.75000000	-0.58000000	-7.86000000	-8.02000000	2.69555556	-2.60000000	-1.43000000	4.21000000	-0.84000000	
