1.19000000	-0.67000000	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.67000000	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.67000000	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.67000000	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.67000000	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.67000000	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.67000000	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.67000000	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.67000000	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.67000000	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.67000000	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.55888889	-2.47000000	-2.23000000	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.55888889	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.44777778	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.44777778	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.44777778	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.44777778	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.33666667	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.33666667	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.33666667	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.33666667	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.33666667	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.33666667	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.22555556	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.22555556	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.22555556	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.22555556	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.22555556	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.22555556	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.11444444	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.11444444	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.11444444	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.11444444	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.11444444	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.11444444	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.11444444	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.11444444	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.00333333	-2.47000000	-1.51444444	-0.73000000	1.18000000	9.62000000	-2.45000000	
1.19000000	-0.00333333	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	-0.00333333	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	-0.00333333	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	-0.00333333	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	-0.00333333	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	-0.00333333	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	-0.00333333	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	-0.00333333	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.10777778	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.10777778	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.10777778	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.10777778	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.10777778	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.10777778	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.10777778	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.10777778	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.10777778	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.21888889	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.21888889	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.21888889	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.21888889	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.21888889	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.21888889	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.21888889	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.21888889	-2.47000000	-1.51444444	-0.73000000	1.75777778	9.62000000	-2.45000000	
1.19000000	0.21888889	-2.47000000	-1.51444444	-0.73000000	2.33555556	9.62000000	-2.45000000	
1.19000000	0.21888889	-2.47000000	-1.51444444	-0.73000000	2.33555556	9.62000000	-2.45000000	
1.19000000	0.33000000	-2.47000000	-1.51444444	-0.73000000	2.33555556	9.62000000	-2.45000000	
1.19000000	0.33000000	-2.47000000	-1.51444444	-0.73000000	2.33555556	9.62000000	-2.45000000	
1.19000000	0.33000000	-2.47000000	-1.51444444	-0.73000000	2.33555556	9.62000000	-2.45000000	
